Name,Speciality,Degree,Experience,Locality,City,Score,NumberOfReviews,NumberOfStories,Fee
Dr. Syed Saqhib Suhail,Dentist,"BDS, Certificate of Oral Implantology",12,Hegde Nagar,Bangalore,97,109,42,350
Dr. Swati Vishwakarma,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",12,Kothanur,Bangalore,97,29,14,300
Dr. Lakshmi Mohandas,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",15,Kudlu,Bangalore,88,99,27,400
Dr. Sushant,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS",11,Marathahalli,Bangalore,97,36,32,300
Dr. Prabhavathi H.B,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",20,Bannerghatta Road,Bangalore,92,12,3,800
Dr. Rohith B,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",14,Marathahalli,Bangalore,100,32,22,350
Dr. Anju Jeevan,Dentist,"BDS, MDS - Periodontology and Oral Implantology",14,Koramangala,Bangalore,100,37,4,900
Dr. Arunima Chandra,Dentist,"BDS, Master of Clinical Dentistry - Restorative Dentistry",7,Whitefield,Bangalore,100,121,112,250
Dr. Priya Manghani,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",14,AECS Layout,Bangalore,92,37,13,400
Dr. P V Moxit,Dentist,BDS,16,Banashankari 3rd Stage,Bangalore,97,289,102,300
Dr. Ramya,Dentist,BDS,19,Kundalahalli,Bangalore,100,26,23,400
Dr. Sapna S,Dentist,BDS,17,Kaggadasapura,Bangalore,97,114,34,500
Dr. Shruti Sahay,Dentist,"BDS, MDS - Prosthodontics",16,DLF Newtown,Bangalore,95,37,14,350
Dr. Shruti Sahay,Dentist,"BDS, MDS - Prosthodontics",16,DLF Newtown,Bangalore,95,37,14,350
Dr. Arti Misra Sharma,Dentist,BDS,12,JP Nagar 5 Phase,Bangalore,98,311,88,300
Dr. Akshara Potluri,Dentist,BDS,10,Sarjapur Road,Bangalore,96,185,64,300
Dr. Murali Mohan .C.R,Dentist,MDS - Oral & Maxillofacial Surgery,7,Jayanagar,Bangalore,0,0,0,750
Dr. Deepadnya Helekar,Dentist,BDS,19,Kundalahalli,Bangalore,98,95,33,500
Dr. Shradha Das,Dentist,BDS,7,HRBR Layout,Bangalore,98,135,71,400
Dr. Lakshmi. S,Dentist,"MDS - Periodontics, BDS",16,Ramamurthy Nagar,Bangalore,100,0,3,350
Dr. Venkatesh Garla,Dentist,"BDS, MDS - Orthodontics, MRCS - Orthodontics",19,Sarjapur Road,Bangalore,99,271,106,500
Dr. Smitha Maria Augustin,Dentist,BDS,10,Indiranagar,Bangalore,100,35,30,300
Dr. Geetha S,Dentist,BDS,13,KR Puram,Bangalore,97,342,91,300
Dr. Aisha Tarannum,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",14,Thanisandra,Bangalore,100,0,4,250
Dr. Bibi Halima Shamaz,Dentist,BDS,14,Wilson Garden,Bangalore,100,42,22,500
Dr. Amrita,Dentist,BDS,16,Kasturi nagar,Bangalore,96,189,145,500
Dr. Sudhakara Reddy,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI, DICOI",18,Sahakaranagar,Bangalore,98,303,128,500
Dr. Suthar Tausif,Dentist,BDS,10,JP Nagar,Bangalore,99,67,32,350
Dr. Gayathri Shashank,Dentist,BDS,14,Banashankari 1st Stage,Bangalore,92,52,18,500
Dr. Baswaraj Biradar,Dentist,BDS,25,Sahakaranagar,Bangalore,99,2108,409,400
Dr. Vasuda Rajanna,Dentist,"BDS, MDS - Public Health Dentistry",16,JP Nagar,Bangalore,99,119,77,350
Dr. Shankar S,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",9,Sanjay Nagar,Bangalore,95,40,18,300
Dr. Kiran D V,Dentist,BDS,19,Bannerghatta Road,Bangalore,100,12,5,200
Dr. Mohammed Zuhaib,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",13,Malleswaram,Bangalore,100,14,6,500
Dr. Sai Anusha Reddy,Dentist,BDS,9,BTM Layout 2nd Stage,Bangalore,99,71,54,300
Dr. Ashwini Narayana Swamy,Dentist,"BDS, MDS - Periodontics",14,Kalyan Nagar,Bangalore,100,53,37,400
Dr. Malathi,Dentist,BDS,21,Indiranagar,Bangalore,84,45,16,500
Dr. Bharath Shetty,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",23,HSR Layout,Bangalore,96,927,182,300
Dr. Balajee Krishna,Dentist,"BDS, MDS - Orthodontics",33,Malleswaram,Bangalore,0,0,0,500
Dr. Shruthi Mohan,Dentist,BDS,14,RMV 2nd Stage,Bangalore,100,0,1,250
Dr. Sudha Koumudi,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",10,BTM Layout 2nd Stage,Bangalore,100,14,11,300
Dr. Sreedhar Reddy Pothula,Dentist,MDS - Oral & Maxillofacial Surgery,16,BTM Layout 2nd Stage,Bangalore,100,36,11,ree Consultation
Dr. Raghunandana D Karantha,Dentist,BDS,33,Vijayanagar,Bangalore,99,212,146,500
Dr. Subash,Dentist,"MDS - Prosthodontics, BDS",29,Sarjapur Road,Bangalore,94,35,24,300
Dr. Karthika Krishna Kumar,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",9,Sahakaranagar,Bangalore,100,0,1,300
Dr. Navya,Dentist,BDS,11,Jayanagar 7 Block,Bangalore,99,190,70,500
Dr. Gouthami Datta,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",8,Kanakpura Road,Bangalore,100,0,3,300
Dr. Keerthi R,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",17,Vijayanagar,Bangalore,100,44,42,300
Dr. Arpita Dutta,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",10,Electronics City,Bangalore,100,25,11,200
Dr. Smitha Shetty,Dentist,"BDS, MDS - Orthodontics",19,Vijayanagar,Bangalore,100,108,65,300
Dr. C Reddy Raghavendra,Dentist,BDS,10,Munnekollal,Bangalore,100,86,62,200
Dr. Puneetha Prakash,Dentist,BDS,16,Vidyaranyapura,Bangalore,100,36,23,200
Dr. Shilpa Shashikiran,Dentist,BDS,24,Sadashivanagar,Bangalore,99,678,201,500
Dr. Mridula Radhakrishnan,Dentist,BDS,15,Indiranagar,Bangalore,100,13,10,500
Dr. Rasitha,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",11,Rajarajeshwarinagar,Bangalore,100,12,10,300
Dr. Utkarsha Lokesh,Dentist,"MDS - Oral & Maxillofacial Surgery, Fellowship in Aesthetic Medicine (FAM), BDS",24,Malleswaram,Bangalore,98,546,296,400
Dr. Devaraju Devaiah,Dentist,"BDS, MDS - Oral Medicine and Radiology",17,Yelahanka,Bangalore,99,340,213,350
Dr. Geetha,Dentist,"BDS, MDS - Prosthodontics",35,Cunningham Road,Bangalore,100,11,1,700
Dr. Balasubramanya K V,Dentist,"BDS, MDS - Periodontics",21,Indiranagar,Bangalore,95,1027,545,400
Dr. Raghavendra,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology",12,Kundalahalli,Bangalore,100,2001,676,200
Dr. Shyam Padmanabhan,Dentist,"BDS, MDS - Periodontics",24,New Thippasandra,Bangalore,99,611,217,500
Dr. Shabnam M Khan,Dentist,BDS,10,Jayanagar,Bangalore,50,0,0,250
Dr. Prasad MS,Dentist,BDS,15,Hebbal,Bangalore,0,0,0,800
Dr. Pavan Tambakad,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",25,Koramangala,Bangalore,93,241,57,400
Dr. Reema Naik Shetty,Dentist,BDS,19,Jeevanbhimanagar,Bangalore,93,14,10,500
Dr. Divya V,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",10,Bommasandra,Bangalore,100,0,3,300
Dr. Punyatoya Sahoo,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",11,Marathahalli,Bangalore,88,64,33,200
Dr. Chandan Mahesh,Dentist,BDS,12,HSR Layout,Bangalore,100,1028,734,250
Dr. Javad Saleem,Dentist,"BDS, MDS - Prosthodontics",15,Marathahalli,Bangalore,95,110,37,200
Dr. Vishnu Vardhan,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",9,Jayanagar,Bangalore,100,0,4,300
Dr. Partha Pratim Roy,Dentist,"BDS, MDS - Periodontology and Oral Implantology",10,Kothanur,Bangalore,94,17,6,300
Dr. Eshani Kaul,Dentist,BDS,10,Banashankari 3rd Stage,Bangalore,97,34,15,250
Dr. Nandakishore,Dentist,"BDS, MDS - Orthodontics",22,Koramangala 4 Block,Bangalore,100,0,0,500
Dr. Ann Thomas,Dentist,BDS,16,Ramamurthy Nagar,Bangalore,100,0,7,100
Dr. Sridevi,Dentist,BDS,18,Vidyaranyapura,Bangalore,100,64,58,300
Dr. Farooq Ahmed,Dentist,BDS,24,Frazer Town,Bangalore,100,163,92,300
Dr. Priya Subash,Dentist,"BDS, MDS - Periodontics",22,Sarjapur Road,Bangalore,100,0,5,300
Dr. Pooja Borkar Chakraborty,Dentist,"BDS, MDS - Periodontics",12,Yelenahalli,Bangalore,100,33,31,200
Dr. Sandeep,Dentist,BDS,19,Indiranagar,Bangalore,94,880,386,500
Dr. Veena Shambulinga,Dentist,BDS,29,HSR Layout,Bangalore,50,0,0,300
Dr. Srikanth Reddy,Dentist,BDS,15,Akshaya nagar,Bangalore,100,118,41,400
Dr. Sharanya Sabrish,Dentist,"BDS, MDS - Orthodontics",16,Indiranagar,Bangalore,99,118,45,400
Dr. Thabitha Rao,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",7,Ramamurthy Nagar,Bangalore,94,18,17,300
Dr. Chethana,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",25,Harlur,Bangalore,100,0,2,700
Dr. Sindhu Haldal,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",13,JP Nagar,Bangalore,99,221,20,300
Dr. Rashmi Sandeep,Dentist,BDS,18,Indiranagar,Bangalore,96,447,189,500
Dr. Khushbu Shah,Dentist,BDS,11,Whitefield,Bangalore,100,97,80,400
Dr. Dinesh,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",14,Basaveshwaranagar,Bangalore,96,52,32,300
Dr. Sonali Kumari,Dentist,BDS,9,HSR Layout,Bangalore,100,0,5,300
Dr. Marimallappa T R,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI, Fellowship in Aesthetic Medicine (FAM)",18,Hebbal Kempapura,Bangalore,96,69,30,600
Dr. Jini P M,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",19,Whitefield,Bangalore,100,0,1,300
Dr. Aruna,Dentist,BDS,12,Malleswaram,Bangalore,100,0,3,100
Dr. Shilpa Chittuluru,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",14,Kanakpura Road,Bangalore,100,21,10,500
Dr. Shilpa Chittuluru,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",14,Kanakpura Road,Bangalore,100,21,10,500
Dr. Basavaraj B,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",12,JP Nagar 8 Phase,Bangalore,100,20,19,250
Dr. Sangeeta Honnur,Dentist,BDS,27,Bellandur,Bangalore,96,1808,583,400
Dr. Aparna Narayan,Dentist,BDS,13,Whitefield,Bangalore,100,66,45,350
Dr. Benny John,Dentist,BDS,7,Kundalahalli,Bangalore,99,102,100,100
Dr. Swapna F UdayaKumar,Dentist,BDS,15,Akshaya nagar,Bangalore,100,19,6,400
Dr. Mata Sundeep,Dentist,BDS,12,Sahakaranagar,Bangalore,100,0,4,500
Dr. Gayathri Chinmayee B,Dentist,"BDS, MDS - Periodontics",10,Banaswadi,Bangalore,98,46,43,500
Dr. Ravi Sinha,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge, MFGDP - Membership of the Faculty of General Dental Practitioners",12,Koramangala,Bangalore,100,242,40,400
Dr. Tasmiya Kouser,Dentist,BDS,9,Lingarajapuram,Bangalore,100,21,16,200
Dr. Tasmiya Kouser,Dentist,BDS,9,Lingarajapuram,Bangalore,100,21,16,200
Dr. Reetu Singh,Dentist,BDS,14,Jalahalli,Bangalore,100,28,24,300
Dr. Jisha Thankam,Dentist,BDS,22,CV Raman Nagar,Bangalore,100,0,1,350
Dr. Sindhuri,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",10,Arekere,Bangalore,100,88,76,500
Dr. R Bharathi Deepak,Dentist,BDS,19,Mathikere - BEL,Bangalore,86,0,1,300
Dr. Shilpy Kumari,Dentist,BDS,13,Bommanahalli,Bangalore,100,12,10,350
Dr. Vathsala Naik,Dentist,"BDS, MDS - Oral Medicine and Radiology",39,Indiranagar,Bangalore,100,43,31,500
Dr. Shivani Venkatesh,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",11,Sadashivanagar,Bangalore,100,35,31,400
Dr. Rekha B.M,Dentist,"MDS - Periodontics, BDS, Fellowship in Oral implantlogy",23,Padmanabhanagar,Bangalore,100,0,1,300
Dr. Soumya Panchajanya,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",12,Yelenahalli,Bangalore,98,50,37,500
Dr. Naveen N,Dentist,"BDS, MDS - Community Dentistry",21,Rajarajeshwarinagar,Bangalore,97,196,39,300
Dr. Shail Limbachiya,Dentist,BDS,8,KR Puram,Bangalore,96,122,48,300
Dr. Abhishek Kumar,Dentist,BDS,1,Nagawara,Bangalore,100,21,21,200
Dr. Vinay Singh Yadav,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery and Oral Implantology",5,VV Puram,Bangalore,100,0,4,350
Dr. Oshin Shah Gundecha,Dentist,BDS,6,Sarjapur Road,Bangalore,75,0,3,200
Dr. Neelam Lodhi,Dentist,"BDS, MDS - Periodontics",8,Basavanagudi,Bangalore,0,0,0,300
Dr. Mandakini,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",12,Jayanagar,Bangalore,100,11,8,300
Dr. Ahraj,Dentist,BDS,6,Sarjapur Road,Bangalore,100,26,20,750
Dr. Ekta,Dentist,BDS,5,Marathahalli,Bangalore,100,18,16,350
Dr. Sulaxana Birkodi,Dentist,"BDS, P.G. Diploma in Conservative Dentistry",13,New Thippasandra,Bangalore,100,89,87,500
Dr. Sruthi Ravindra,Dentist,"BDS, MDS - Prosthodontics",9,JP Nagar 7 Phase,Bangalore,97,37,26,400
Dr. Tenzin Lhadon,Dentist,"BDS, Certification in Laser Dentistry",3,Harlur,Bangalore,100,0,5,500
Dr. Poonam Kumari,Dentist,BDS,3,BTM Layout,Bangalore,100,56,50,250
Dr. Shireen,Dentist,BDS,3,Belathur,Bangalore,100,26,26,400
Dr. Pritee Ray,Dentist,BDS,14,Sarjapur Road,Bangalore,100,61,38,300
Dr. Samadnya Jawalekar,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",11,HSR Layout,Bangalore,100,55,47,500
Dr. Preetha Peethambar,Dentist,"BDS, MDS - Pedodontics",20,HSR Layout,Bangalore,100,129,35,600
Dr. Shibani Shetty,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology",19,Yelahanka New Town,Bangalore,100,212,186,300
Dr. Dharmishtha N Chovatiya,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS",11,HRBR Layout,Bangalore,100,22,14,600
Dr. Harini Krishnan,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",6,Kanakpura Road,Bangalore,100,0,4,300
Dr. Kumar Gaurav,Dentist,"BDS, MDS - Periodontics",11,HSR Layout,Bangalore,100,15,14,400
Dr. Latha.G,Dentist,"BDS, MDS - Periodontics",15,BTM Layout,Bangalore,80,0,4,300
Dr. Pragya Pathak,Dentist,"BDS, Fellowship in Oral implantlogy, MDS - Periodontics",8,Indiranagar,Bangalore,98,148,124,1000
Dr. Sruthi Mettu,Dentist,BDS,14,Whitefield,Bangalore,99,109,65,400
Dr. M J Murali,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",25,Indiranagar,Bangalore,91,11,7,300
Dr. B V Shashidhar,Dentist,BDS,15,West Of Chord Road,Bangalore,100,11,9,300
Dr. Imtiaz Ahmed,Dentist,BDS,33,Upparahalli,Bangalore,0,0,0,200
Dr. Samar Mehtab,Dentist,"BDS, Fellowship in Oral implantlogy",10,Kalyan Nagar,Bangalore,100,172,158,300
Dr. Pramod Kumar Pillai,Dentist,"BDS, Diploma in Implanthology",15,RT Nagar,Bangalore,100,184,16,400
Dr. Vijayatha Shetty,Dentist,BDS,11,Banaswadi,Bangalore,94,16,13,500
Dr. Deepthi. R,Dentist,"BDS, MDS - Periodontics",6,HSR Layout,Bangalore,100,0,2,500
Dr. A Rahim Khan,Dentist,"BDS, MDS - Orthodontics",19,Indiranagar,Bangalore,98,367,75,500
Dr. Samar Mohapatra,Dentist,BDS,7,Marathahalli,Bangalore,100,12,11,200
Dr. Shiva Kumar.P.B,Dentist,BDS,20,Sahakaranagar,Bangalore,99,802,77,400
Dr. Kishor S Gowda,Dentist,BDS,4,Horamavu,Bangalore,100,0,4,400
Dr. Sindhu S Kumar,Dentist,BDS,13,Jayanagar 4 Block,Bangalore,100,0,3,300
Dr. Isha Suri,Dentist,"MDS - Periodontics, BDS",11,Indiranagar,Bangalore,100,0,2,300
Dr. Shagun Agarwal,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS",6,Indiranagar,Bangalore,100,0,3,500
Dr. Narayana Amrutha Deepthi,Dentist,"BDS, Fellowship in Medical Cosmetology (FMC)",11,Sahakaranagar,Bangalore,100,0,1,500
Dr. Shameel Ahmed Shariff,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",10,HSR Layout,Bangalore,100,0,1,200
Dr. Arya Madhurkar,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",7,Banashankari 2nd Stage,Bangalore,100,0,1,400
Dr. Saira Saba,Dentist,"BDS, MDS - Periodontics",15,JP Nagar 7 Phase,Bangalore,100,0,2,250
Dr. Vinutha M,Dentist,BDS,4,CV Raman Nagar,Bangalore,100,0,2,250
Dr. Hajira Nazeer,Dentist,BDS,10,Langford Road,Bangalore,95,21,16,300
Dr. Prithvi Raj K,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS",10,Sarjapur Road,Bangalore,96,114,65,300
Dr. Santosh Samuel,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",16,HSR Layout,Bangalore,94,63,36,200
Dr. Vishwas S,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",13,Sadashivanagar,Bangalore,93,14,12,400
Dr. Jeba Mary Nadar,Dentist,BDS,12,Indiranagar,Bangalore,100,0,0,500
Dr. Namita Jaiswal,Dentist,"BDS, MDS - Periodontics",13,Akshaya nagar,Bangalore,100,0,2,350
Dr. Vartika Kumari,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",7,HSR Layout,Bangalore,0,0,0,500
Dr. Shilpashree S,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology",15,Rajarajeshwarinagar,Bangalore,100,0,0,250
Dr. Shyamala Pakki,Dentist,BDS,15,Thanisandra,Bangalore,67,0,1,300
Dr. Aravind M,Dentist,"BDS, MDS - Orthodontics",19,Yelahanka New Town,Bangalore,95,114,22,350
Dr. Nidhi,Dentist,BDS,13,Yeshwanthpur,Bangalore,100,0,6,600
Dr. Shruthy R,Dentist,BDS,3,Kasavanahalli,Bangalore,0,0,0,500
Dr. Aditi Kumari,Dentist,BDS,1,Koramangala,Bangalore,100,0,1,400
Dr. Manasi T,Dentist,BDS,2,Bellandur,Bangalore,0,0,0,400
Dr. Parikshith H M,Dentist,"BDS, MDS - Periodontics",6,Whitefield,Bangalore,0,0,0,500
Dr. Sowkya,Dentist,BDS,6,RT Nagar,Bangalore,100,0,1,200
Dr. Mamtha Patil,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS",23,Hosur Road,Bangalore,100,0,5,600
Dr. Jansi,Dentist,BDS,7,Electronics City,Bangalore,100,0,0,400
Dr. Megha Gupta,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",6,Whitefield,Bangalore,100,16,16,600
Dr. Aditi Chandra,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",13,Whitefield,Bangalore,100,294,184,600
Dr. Judith Christina,Dentist,BDS,3,HRBR Layout,Bangalore,0,0,0,500
Dr. Vidya K.,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",15,HRBR Layout,Bangalore,100,17,11,400
Dr. Aruna H,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",16,Malleswaram,Bangalore,83,0,3,500
Dr. Nida Shaik,Dentist,BDS,9,Sahakaranagar,Bangalore,100,0,1,300
Dr. Sowmya Subash,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",17,Sanjay Nagar,Bangalore,100,0,2,300
Dr. Avinash,Dentist,"MDS - Periodontics, BDS",19,Sahakaranagar,Bangalore,95,19,6,300
Dr. Vinay Ashok Kumar,Dentist,BDS,4,Jayanagar,Bangalore,100,13,12,300
Dr. Parixeet Patel,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS",11,Sarjapur Road,Bangalore,96,71,51,200
Dr. Neha Kulsum,Dentist,BDS,9,Sahakaranagar,Bangalore,100,0,0,300
Dr. Chaitanya S. H,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS",20,Jeevanbhimanagar,Bangalore,98,125,49,500
Dr. Pallavi Manju Prasad,Dentist,BDS,7,Whitefield,Bangalore,100,0,1,350
Dr. Anupama H S,Dentist,BDS,21,Banashankari 3rd Stage,Bangalore,0,0,0,350
Dr. Jayalakshmi S,Dentist,BDS,11,Vidyaranyapura,Bangalore,100,0,1,300
Dr. Vasundhara Bhide Palnitkar,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",7,Balagere,Bangalore,100,0,1,200
Dr. Adarsh MS,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",20,Chamarajpet,Bangalore,99,85,71,300
Dr. Eva Shukla,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",7,Sahakaranagar,Bangalore,100,0,0,350
Dr. Nida,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",11,Jayanagar 5 Block,Bangalore,100,152,22,300
Dr. Keerthika R,Dentist,BDS,3,Koramangala 6 Block,Bangalore,0,0,0,500
Dr. Suraiya Taranum,Dentist,BDS,1,BTM Layout 1st Stage,Bangalore,100,0,2,300
Dr. Priya Gohokar,Dentist,BDS,6,HSR Layout,Bangalore,67,0,2,350
Dr. Anup Belludi,Dentist,"MDS - Orthodontics, BDS",28,Vijayanagar,Bangalore,100,0,3,300
Dr. Jonathan Eric Rao,Dentist,BDS,14,Horamavu,Bangalore,98,196,118,400
Dr. Shubha C N,Dentist,BDS,17,HRBR Layout,Bangalore,0,0,0,300
Dr. Samprita Sahoo,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",14,Kundalahalli,Bangalore,0,0,0,500
Dr. Preethi Naidu,Dentist,BDS,12,BTM Layout 1st Stage,Bangalore,0,0,0,300
Dr. Jayaram,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",28,Ashoknagar,Bangalore,0,0,0,800
Dr. K Premanand,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS",21,Ashoknagar,Bangalore,75,0,2,800
Dr. Aparajita Shankar,Dentist,"BDS, MDS - Orthodontics",6,Harlur,Bangalore,0,0,0,600
Dr. Aditya Jayan,Dentist,BDS,2,Electronics City,Bangalore,0,0,0,300
Dr. Manoj Kumari,Dentist,BDS,8,West Of Chord Road,Bangalore,0,0,0,300
Dr. Shoba Harish Kumar,Dentist,BDS,20,Sadashivanagar,Bangalore,0,0,0,500
Dr. Greeshma S,Dentist,BDS,8,Indiranagar,Bangalore,0,0,0,300
Dr. Keerthana K,Dentist,"MDS - Oral & Maxillofacial Surgery and Oral Implantology, BDS",3,VV Puram,Bangalore,0,0,0,350
Dr. Sheena Roberts,Dentist,BDS,11,Koramangala,Bangalore,0,0,0,500
Dr. Deepa L,Dentist,"BDS, PG Diploma In Clinical Cosmetology (PGDCC)",10,Jayanagar 1 Block,Bangalore,0,0,0,500
Dr. Sweta S,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",7,Vasanthnagar,Bangalore,0,0,0,600
Dr. Sharanya Shaker,Dentist,BDS,7,JP Nagar,Bangalore,0,0,0,500
Dr. Arun M,Dentist,BDS,7,Sarjapur Road,Bangalore,50,0,0,700
Dr. Aiman Khan,Dentist,BDS,4,Vasanthnagar,Bangalore,0,0,0,600
Dr. Joguline Vinitha,Dentist,"BDS, MDS - Periodontology and Oral Implantology",6,Indiranagar,Bangalore,0,0,0,500
Dr. Arathi S Nair,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",6,Kasturi nagar,Bangalore,100,0,4,300
Dr. Sherin Ansari,Dentist,BDS,6,Bommanahalli,Bangalore,100,14,13,350
Dr. Archak Gayathri,Dentist,BDS,9,Kaggadasapura,Bangalore,97,210,200,200
Dr. Ravuru Neeharika,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology",10,Mahadevapura,Bangalore,0,0,0,500
Dr. Soumyashree BV,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",14,Sanjay Nagar,Bangalore,0,0,0,300
Dr. Lalith V Anand,Dentist,"BDS, MDS - Periodontics",22,HRBR Layout,Bangalore,0,0,0,300
Dr. Mohamed Asadulla,Dentist,BDS,6,Upparahalli,Bangalore,0,0,0,300
Dr. Prashanth,Dentist,"BDS, Post Graduate Diploma in Orthodontics",23,Vijayanagar,Bangalore,96,1329,255,200
Dr. Divyashree Rajendra,Dentist,"MDS - Orthodontics, BDS",19,HSR Layout,Bangalore,98,2152,602,700
Dr. Arundati Krishna Raj,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",18,RT Nagar,Bangalore,98,351,165,200
Dr. Vishwanath,Dentist,"BDS, MDS - Orthodontics",22,Kadugodi,Bangalore,91,33,9,500
Dr. Vishwanath Rangdhol,Dentist,"MDS - Oral Medicine and Radiology, BDS",25,Nagawara,Bangalore,100,144,51,300
Dr. Nandini S,Dentist,"BDS, MDS - Orthodontics",25,Bellandur,Bangalore,100,51,40,400
Dr. Anuradha Navaneetham,Dentist,"BDS, Fellowship and Diplomate in Implantology from ICOI (USA)",37,Richmond Town,Bangalore,95,297,67,500
Dr. Geeta Shreekar,Dentist,BDS,38,Ramamurthy Nagar,Bangalore,93,90,69,300
Dr. Jinesh Babu R,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",7,Sadashivanagar,Bangalore,98,42,34,300
Dr. Vasavi Sravya Arveti,Dentist,BDS,10,Thanisandra,Bangalore,96,257,97,300
Dr. Madhumanti,Dentist,BDS,10,Hoodi,Bangalore,95,366,193,400
Dr. Nikhar Ravinder,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",20,Whitefield,Bangalore,99,1138,383,600
Dr. Nasiha Fathima Z,Dentist,"BDS, MDS - Periodontics",12,Bilekahalli,Bangalore,99,114,87,250
Dr. Madhusudhan,Dentist,"BDS, MDS",24,Vijayanagar,Bangalore,97,213,40,500
Dr. Suman Makam,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",23,Jayanagar 5 Block,Bangalore,96,49,24,400
Dr. Gokulraj T.R,Dentist,BDS,7,Yelahanka,Bangalore,100,0,3,350
Dr. Abhishek B,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology, Fellowship in Oral implantlogy",15,Rajajinagar,Bangalore,100,160,70,200
Dr. Shailendra Jha,Dentist,BDS,21,Mahadevapura,Bangalore,96,81,79,400
